time, iteration, regSquaredError
2017-05-25 00:44:50,487,83270.3065178279
2017-05-25 00:45:43,488,83269.3662835849
2017-05-25 00:46:36,489,83268.4303071128
2017-05-25 00:47:29,490,83267.4985575916
2017-05-25 00:48:22,491,83266.5710045053
2017-05-25 00:49:15,492,83265.6476176214
2017-05-25 00:50:08,493,83264.7283669949
2017-05-25 00:51:01,494,83263.813222967
2017-05-25 00:51:53,495,83262.902156158
2017-05-25 00:52:46,496,83261.9951374579
2017-05-25 00:53:39,497,83261.0921380444
2017-05-25 00:54:32,498,83260.1931293497
2017-05-25 00:55:25,499,83259.2980830832
2017-05-25 00:56:18,500,83258.4069712121
2017-05-25 00:57:11,501,83257.5197659726
2017-05-25 00:58:04,502,83256.6364398471
2017-05-25 00:58:57,503,83255.7569655873
2017-05-25 00:59:50,504,83254.8813161845
2017-05-25 01:00:43,505,83254.0094648899
2017-05-25 01:01:35,506,83253.1413851931
2017-05-25 01:02:28,507,83252.2770508283
2017-05-25 01:03:21,508,83251.4164357759
2017-05-25 01:04:14,509,83250.5595142508
2017-05-25 01:05:07,510,83249.7062607043
2017-05-25 01:06:00,511,83248.8566498173
2017-05-25 01:06:53,512,83248.0106565087
2017-05-25 01:07:46,513,83247.1682559163
2017-05-25 01:08:39,514,83246.3294234095
2017-05-25 01:09:32,515,83245.4941345777
2017-05-25 01:10:25,516,83244.6623652307
2017-05-25 01:11:17,517,83243.8340913993
2017-05-25 01:12:11,518,83243.0092893291
2017-05-25 01:13:03,519,83242.1879354676
2017-05-25 01:13:56,520,83241.3700064897
2017-05-25 01:14:49,521,83240.5554792656
2017-05-25 01:15:42,522,83239.7443308824
2017-05-25 01:16:35,523,83238.9365386254
2017-05-25 01:17:28,524,83238.1320799756
2017-05-25 01:18:21,525,83237.330932627
2017-05-25 01:19:14,526,83236.53307446
2017-05-25 01:20:07,527,83235.7384835568
2017-05-25 01:21:00,528,83234.9471381852
2017-05-25 01:21:53,529,83234.1590168133
2017-05-25 01:22:45,530,83233.3740980896
2017-05-25 01:23:38,531,83232.5923608556
2017-05-25 01:24:31,532,83231.8137841338
2017-05-25 01:25:24,533,83231.0383471315
2017-05-25 01:26:17,534,83230.2660292394
2017-05-25 01:27:10,535,83229.496810022
2017-05-25 01:28:03,536,83228.7306692213
2017-05-25 01:28:56,537,83227.9675867604
2017-05-25 01:29:49,538,83227.2075427287
2017-05-25 01:30:42,539,83226.4505174009
2017-05-25 01:31:35,540,83225.6964911954
2017-05-25 01:32:27,541,83224.9454447242
2017-05-25 01:33:20,542,83224.1973587543
2017-05-25 01:34:13,543,83223.4522142185
2017-05-25 01:35:06,544,83222.7099922091
2017-05-25 01:35:59,545,83221.9706739929
2017-05-25 01:36:52,546,83221.2342409739
2017-05-25 01:37:45,547,83220.5006747328
2017-05-25 01:38:38,548,83219.7699569988
2017-05-25 01:39:31,549,83219.0420696573
2017-05-25 01:40:24,550,83218.316994743
2017-05-25 01:41:17,551,83217.594714448
2017-05-25 01:42:10,552,83216.8752111092
2017-05-25 01:43:03,553,83216.1584672134
2017-05-25 01:43:56,554,83215.444465399
2017-05-25 01:44:49,555,83214.7331884353
2017-05-25 01:45:42,556,83214.0246192554
2017-05-25 01:46:34,557,83213.3187409162
2017-05-25 01:47:27,558,83212.6155366294
2017-05-25 01:48:20,559,83211.9149897353
2017-05-25 01:49:13,560,83211.2170837203
2017-05-25 01:50:06,561,83210.521802205
2017-05-25 01:50:59,562,83209.8291289378
2017-05-25 01:51:52,563,83209.1390478171
2017-05-25 01:52:45,564,83208.4515428588
2017-05-25 01:53:38,565,83207.7665982152
2017-05-25 01:54:31,566,83207.0841981747
2017-05-25 01:55:23,567,83206.4043271374
2017-05-25 01:56:16,568,83205.7269696555
2017-05-25 01:57:09,569,83205.0521103817
2017-05-25 01:58:02,570,83204.379734112
2017-05-25 01:58:55,571,83203.709825758
2017-05-25 01:59:48,572,83203.0423703516
2017-05-25 02:00:41,573,83202.377353053
2017-05-25 02:01:34,574,83201.7147591362
2017-05-25 02:02:27,575,83201.0545739995
2017-05-25 02:03:20,576,83200.396783151
2017-05-25 02:04:13,577,83199.7413722228
2017-05-25 02:05:05,578,83199.0883269547
2017-05-25 02:05:58,579,83198.4376332107
2017-05-25 02:06:51,580,83197.7892769587
2017-05-25 02:07:44,581,83197.1432442848
2017-05-25 02:08:37,582,83196.4995213834
2017-05-25 02:09:30,583,83195.8580945542
2017-05-25 02:10:23,584,83195.218950213
2017-05-25 02:11:16,585,83194.5820748811
2017-05-25 02:12:09,586,83193.9474551852
2017-05-25 02:13:02,587,83193.3150778547
2017-05-25 02:13:54,588,83192.6849297319
2017-05-25 02:14:47,589,83192.0569977537
2017-05-25 02:15:40,590,83191.4312689637
2017-05-25 02:16:33,591,83190.8077305114
2017-05-25 02:17:26,592,83190.1863696356
2017-05-25 02:18:19,593,83189.5671736884
2017-05-25 02:19:12,594,83188.9501301097
2017-05-25 02:20:05,595,83188.3352264413
2017-05-25 02:20:58,596,83187.7224503216
2017-05-25 02:21:51,597,83187.1117894907
2017-05-25 02:22:44,598,83186.5032317745
2017-05-25 02:23:36,599,83185.8967650958
2017-05-25 02:24:29,600,83185.2923774714
2017-05-25 02:25:22,601,83184.6900570115
2017-05-25 02:26:15,602,83184.0897919189
2017-05-25 02:27:08,603,83183.4915704838
2017-05-25 02:28:01,604,83182.8953810886
2017-05-25 02:28:54,605,83182.3012122015
2017-05-25 02:29:48,606,83181.709052384
2017-05-25 02:30:41,607,83181.1188902778
2017-05-25 02:31:34,608,83180.5307146207
2017-05-25 02:32:27,609,83179.9445142273
